CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12432,43.0,5.0,5059.32,0,Regular
12433,1.0,7.0,13375.87,0,Regular
12434,85.0,2.0,806.14,0,Regular
12435,80.0,2.0,7829.89,0,Regular
12436,100.0,1.0,509.01,0,Regular
12437,2.0,18.0,4951.41,0,Regular
12438,14.0,2.0,2906.85,0,Regular
12441,367.0,1.0,173.55,1,At Risk
12442,3.0,1.0,172.06,0,Regular
12444,21.0,5.0,5005.46,0,Regular
12445,22.0,1.0,133.4,0,Regular
12446,58.0,1.0,1002.31,0,Regular
12447,243.0,1.0,476.49,1,At Risk
12448,44.0,1.0,449.45,0,Regular
12449,22.0,4.0,4067.29,0,Regular
12450,156.0,2.0,197.88,1,At Risk
12451,11.0,5.0,9035.52,0,Regular
12452,17.0,2.0,430.57,0,Regular
12453,134.0,1.0,707.09,0,Regular
12454,56.0,1.0,3528.34,0,Regular
12455,73.0,6.0,2466.86,0,Regular
12456,44.0,3.0,3181.04,0,Regular
12457,66.0,7.0,2363.23,0,Regular
12458,71.0,2.0,947.4,0,Regular
12461,94.0,2.0,826.88,0,Regular
12462,19.0,2.0,1189.59,0,Regular
12463,53.0,4.0,1344.78,0,Regular
12464,10.0,8.0,1212.05,0,Regular
12465,17.0,2.0,742.1899999999999,0,Regular
12468,188.0,2.0,729.5400000000001,1,At Risk
12471,2.0,30.0,19824.05,0,Regular
12472,32.0,7.0,6572.11,0,Regular
12473,29.0,5.0,3938.55,0,Regular
12474,17.0,18.0,7375.79,0,Regular
12475,54.0,1.0,723.38,0,Regular
12476,16.0,11.0,6816.42,0,Regular
12477,23.0,6.0,13219.74,0,Regular
12478,4.0,1.0,680.99,0,Regular
12479,11.0,1.0,527.2,0,Regular
12480,28.0,4.0,3281.63,0,Regular
12481,23.0,10.0,5596.32,0,Regular
12483,17.0,8.0,2484.98,0,Regular
12484,33.0,6.0,4541.72,0,Regular
12488,10.0,3.0,1298.66,0,Regular
12489,336.0,1.0,334.93,1,At Risk
12490,5.0,10.0,5417.93,0,Regular
12491,39.0,1.0,460.4,0,Regular
12492,63.0,2.0,263.21000000000004,0,Regular
12493,166.0,2.0,433.74,1,At Risk
12494,16.0,7.0,1246.1,0,Regular
12497,82.0,1.0,1043.1,0,Regular
12498,21.0,3.0,403.7000000000001,0,Regular
12500,23.0,11.0,4257.82,0,Regular
12501,337.0,1.0,2169.39,1,At Risk
12502,96.0,5.0,3723.87,0,Regular
12504,18.0,2.0,482.05,0,Regular
12506,233.0,1.0,73.5,1,At Risk
12507,134.0,3.0,1304.81,0,Regular
12508,26.0,2.0,398.27,0,Regular
12509,284.0,1.0,176.5,1,At Risk
12510,143.0,2.0,982.57,1,At Risk
12512,66.0,2.0,138.03,0,Regular
12513,113.0,1.0,612.29,0,Regular
12514,267.0,1.0,1017.68,1,At Risk
12515,353.0,1.0,383.7,1,At Risk
12516,78.0,2.0,1312.06,0,Regular
12517,28.0,5.0,2502.84,0,Regular
12518,1.0,5.0,2056.89,0,Regular
12519,64.0,1.0,340.84,0,Regular
12520,79.0,5.0,2634.26,0,Regular
12521,143.0,1.0,599.68,1,At Risk
12522,39.0,2.0,192.72,0,Regular
12523,19.0,11.0,1789.77,0,Regular
12524,9.0,8.0,4485.72,0,Regular
12526,1.0,3.0,1316.66,0,Regular
12527,82.0,3.0,348.71000000000004,0,Regular
12528,9.0,6.0,1933.48,0,Regular
12530,60.0,4.0,1662.28,0,Regular
12531,15.0,1.0,125.22,0,Regular
12532,30.0,1.0,349.83000000000004,0,Regular
12534,131.0,1.0,1089.18,0,Regular
12535,92.0,2.0,716.35,0,Regular
12536,43.0,3.0,12601.830000000002,0,Regular
12538,29.0,1.0,363.95,0,Regular
12539,22.0,4.0,5568.35,0,Regular
12540,20.0,17.0,13400.24,0,Regular
12541,30.0,3.0,981.18,0,Regular
12544,36.0,1.0,372.7,0,Regular
12545,75.0,2.0,1000.39,0,Regular
12546,47.0,2.0,1161.5,0,Regular
12547,198.0,2.0,207.8,1,At Risk
12548,166.0,1.0,95.2,1,At Risk
12550,79.0,1.0,964.83,0,Regular
12551,358.0,1.0,168.0,1,At Risk
12552,39.0,2.0,437.82,0,Regular
12553,8.0,10.0,3692.28,0,Regular
12556,50.0,2.0,603.71,0,Regular
12557,16.0,5.0,11990.96,0,Regular
12558,8.0,1.0,269.96,0,Regular
12559,311.0,2.0,561.71,1,At Risk
12560,5.0,3.0,2134.01,0,Regular
12561,303.0,1.0,238.85,1,At Risk
12562,8.0,7.0,3781.74,0,Regular
12564,261.0,1.0,456.9,1,At Risk
12565,289.0,1.0,145.92,1,At Risk
12566,86.0,1.0,351.65,0,Regular
12567,23.0,10.0,9401.28,0,Regular
12569,2.0,32.0,4124.69,0,Regular
12571,40.0,2.0,519.61,0,Regular
12572,9.0,2.0,1020.42,0,Regular
12573,227.0,1.0,160.54000000000002,1,At Risk
12574,316.0,1.0,218.45,1,At Risk
12576,36.0,5.0,1315.83,0,Regular
12577,35.0,3.0,657.8,0,Regular
12578,21.0,2.0,2794.51,0,Regular
12579,78.0,1.0,440.42,0,Regular
12580,247.0,1.0,415.7,1,At Risk
12581,40.0,1.0,197.71,0,Regular
12582,239.0,2.0,511.36,1,At Risk
12583,3.0,15.0,7281.38,0,Regular
12584,4.0,9.0,2338.15,0,Regular
12585,234.0,2.0,2040.1,1,At Risk
12586,17.0,1.0,196.94000000000003,0,Regular
12587,8.0,1.0,144.0,0,Regular
12588,39.0,1.0,214.9,0,Regular
12589,29.0,2.0,646.68,0,Regular
12590,211.0,2.0,9864.26,1,At Risk
12591,317.0,1.0,452.85,1,At Risk
12592,92.0,2.0,437.6,0,Regular
12593,109.0,3.0,418.1,0,Regular
12594,38.0,10.0,3338.2200000000003,0,Regular
12596,51.0,2.0,618.27,0,Regular
12597,19.0,4.0,3811.22,0,Regular
12598,10.0,8.0,3023.08,0,Regular
12599,29.0,7.0,1032.58,0,Regular
12600,29.0,10.0,2599.04,0,Regular
12601,190.0,5.0,577.0600000000001,1,At Risk
12602,59.0,1.0,153.12,0,Regular
12603,22.0,1.0,739.1999999999999,0,Regular
12604,79.0,2.0,254.18,0,Regular
12607,60.0,1.0,1579.51,0,Regular
12609,78.0,3.0,1126.85,0,Regular
12610,23.0,5.0,2099.54,0,Regular
12611,52.0,1.0,1193.32,0,Regular
12612,74.0,1.0,704.0400000000001,0,Regular
12613,57.0,5.0,3344.38,0,Regular
12614,278.0,1.0,315.6,1,At Risk
12615,2.0,4.0,2291.19,0,Regular
12616,95.0,2.0,713.3,0,Regular
12617,29.0,1.0,355.53,0,Regular
12618,22.0,1.0,177.31,0,Regular
12619,16.0,9.0,3641.24,0,Regular
12620,15.0,3.0,1339.41,0,Regular
12621,2.0,20.0,13689.67,0,Regular
12622,232.0,1.0,180.1,1,At Risk
12623,276.0,1.0,305.1,1,At Risk
12624,106.0,2.0,641.13,0,Regular
12625,212.0,2.0,2683.82,1,At Risk
12626,23.0,9.0,6620.48,0,Regular
12627,11.0,7.0,4478.53,0,Regular
12628,4.0,3.0,786.46,0,Regular
12630,10.0,2.0,1270.88,0,Regular
12631,57.0,1.0,640.5,0,Regular
12633,59.0,4.0,2163.98,0,Regular
12635,90.0,2.0,1689.18,0,Regular
12637,67.0,8.0,6021.9,0,Regular
12638,33.0,1.0,671.69,0,Regular
12639,239.0,1.0,486.1,1,At Risk
12640,24.0,3.0,1174.58,0,Regular
12641,115.0,1.0,185.9,0,Regular
12642,25.0,3.0,1013.26,0,Regular
12643,128.0,6.0,3344.64,0,Regular
12644,130.0,1.0,477.91,0,Regular
12645,34.0,4.0,1775.18,0,Regular
12646,5.0,2.0,1346.97,0,Regular
12647,22.0,12.0,3722.82,0,Regular
12648,155.0,1.0,318.05,1,At Risk
12649,107.0,3.0,623.51,0,Regular
12650,3.0,1.0,314.44,0,Regular
12651,335.0,1.0,114.0,1,At Risk
12652,331.0,1.0,919.98,1,At Risk
12653,149.0,2.0,2209.85,1,At Risk
12654,11.0,5.0,601.98,0,Regular
12656,17.0,5.0,4051.17,0,Regular
12657,11.0,4.0,1643.18,0,Regular
12658,19.0,1.0,686.05,0,Regular
12659,30.0,1.0,91.68,0,Regular
12660,11.0,1.0,245.1,0,Regular
12662,1.0,11.0,3849.78,0,Regular
12664,8.0,9.0,4881.88,0,Regular
12665,325.0,1.0,63.0,1,At Risk
12667,58.0,1.0,620.13,0,Regular
12668,12.0,4.0,3807.15,0,Regular
12669,151.0,3.0,2744.03,1,At Risk
12670,10.0,5.0,2996.05,0,Regular
12672,330.0,1.0,225.9,1,At Risk
12673,5.0,2.0,610.52,0,Regular
12674,39.0,4.0,1970.6,0,Regular
12676,25.0,6.0,1331.39,0,Regular
12678,42.0,12.0,17628.46,0,Regular
12679,59.0,4.0,1113.02,0,Regular
12680,1.0,4.0,862.81,0,Regular
12681,15.0,22.0,13787.54,0,Regular
12682,4.0,31.0,12288.22,0,Regular
12683,4.0,15.0,8476.57,0,Regular
12684,8.0,7.0,2283.63,0,Regular
12685,28.0,6.0,2863.08,0,Regular
12686,372.0,1.0,89.14,1,At Risk
12688,114.0,1.0,4873.81,0,Regular
12689,26.0,2.0,1247.61,0,Regular
12690,206.0,1.0,389.01,1,At Risk
12691,28.0,6.0,1035.8,0,Regular
12693,127.0,4.0,855.91,0,Regular
12694,70.0,2.0,869.67,0,Regular
12695,7.0,4.0,582.1,0,Regular
12697,29.0,3.0,957.59,0,Regular
12700,8.0,4.0,4939.99,0,Regular
12701,80.0,2.0,797.71,0,Regular
12702,20.0,1.0,219.0,0,Regular
12703,71.0,1.0,283.55,0,Regular
12704,7.0,8.0,2340.84,0,Regular
12705,15.0,9.0,6868.29,0,Regular
12707,292.0,1.0,603.42,1,At Risk
12708,30.0,10.0,2712.91,0,Regular
12709,15.0,15.0,9736.52,0,Regular
12710,97.0,3.0,1149.02,0,Regular
12712,29.0,13.0,4396.13,0,Regular
12713,1.0,1.0,848.55,0,Regular
12714,9.0,5.0,4708.86,0,Regular
12715,106.0,1.0,353.86,0,Regular
12716,4.0,2.0,1053.49,0,Regular
12717,151.0,2.0,1030.98,1,At Risk
12718,71.0,1.0,238.25,0,Regular
12719,5.0,2.0,644.95,0,Regular
12720,3.0,25.0,5781.73,0,Regular
12721,32.0,6.0,2656.13,0,Regular
12722,85.0,4.0,997.63,0,Regular
12723,4.0,5.0,725.07,0,Regular
12724,5.0,4.0,1031.41,0,Regular
12725,371.0,1.0,427.8,1,At Risk
12726,28.0,7.0,2609.1,0,Regular
12727,11.0,7.0,3980.7,0,Regular
12728,71.0,4.0,836.33,0,Regular
12729,114.0,1.0,453.01,0,Regular
12731,24.0,12.0,18895.91,0,Regular
12732,180.0,1.0,236.26,1,At Risk
12733,234.0,1.0,383.95,1,At Risk
12734,353.0,1.0,110.4,1,At Risk
12735,315.0,2.0,779.5699999999999,1,At Risk
12736,333.0,1.0,234.0,1,At Risk
12738,372.0,1.0,155.35,1,At Risk
12739,78.0,2.0,1013.04,0,Regular
12740,64.0,1.0,427.6,0,Regular
12743,134.0,2.0,546.43,0,Regular
12744,52.0,7.0,21279.29,0,Regular
12747,2.0,11.0,4196.01,0,Regular
12748,1.0,209.0,33719.73,2,VIP
12749,4.0,5.0,4090.88,0,Regular
12750,129.0,1.0,275.88,0,Regular
12752,81.0,1.0,4366.78,0,Regular
12753,23.0,6.0,21429.39,0,Regular
12754,236.0,3.0,3010.74,1,At Risk
12755,281.0,2.0,3811.95,1,At Risk
12756,87.0,1.0,112.07999999999998,0,Regular
12757,16.0,13.0,7857.1,0,Regular
12758,117.0,2.0,2791.59,0,Regular
12759,52.0,3.0,1531.44,0,Regular
12762,8.0,2.0,1898.52,0,Regular
12763,138.0,2.0,494.08,0,Regular
12764,317.0,1.0,1693.88,1,At Risk
12766,4.0,7.0,6989.63,0,Regular
12769,239.0,1.0,1143.6,1,At Risk
12770,211.0,1.0,1351.45,1,At Risk
12772,60.0,1.0,892.47,0,Regular
12775,17.0,5.0,1386.04,0,Regular
12778,20.0,6.0,822.23,0,Regular
12779,38.0,8.0,3981.36,0,Regular
12781,64.0,2.0,826.74,0,Regular
12782,5.0,5.0,2330.92,0,Regular
12783,2.0,6.0,2225.91,0,Regular
12784,9.0,2.0,574.42,0,Regular
12785,364.0,1.0,311.95,1,At Risk
12787,10.0,3.0,463.66,0,Regular
12789,65.0,1.0,91.85,0,Regular
12790,192.0,1.0,324.92,1,At Risk
12791,374.0,1.0,192.6,1,At Risk
12792,257.0,1.0,400.54,1,At Risk
12793,335.0,2.0,545.48,1,At Risk
12794,53.0,2.0,860.41,0,Regular
12795,19.0,1.0,430.48,0,Regular
12797,366.0,1.0,254.03,1,At Risk
12798,10.0,3.0,6977.04,0,Regular
12802,187.0,1.0,427.58,1,At Risk
12808,37.0,3.0,483.65,0,Regular
12809,178.0,1.0,489.31,1,At Risk
12811,261.0,3.0,514.85,1,At Risk
12812,45.0,1.0,229.64,0,Regular
12814,102.0,1.0,125.92,0,Regular
12815,148.0,2.0,1063.46,1,At Risk
12816,96.0,2.0,572.2,0,Regular
12817,281.0,1.0,166.04,1,At Risk
12818,262.0,1.0,1542.08,1,At Risk
12820,3.0,4.0,942.34,0,Regular
12821,214.0,1.0,92.72,1,At Risk
12822,71.0,2.0,948.88,0,Regular
12823,75.0,5.0,1759.5,0,Regular
12824,60.0,1.0,397.12,0,Regular
12826,3.0,7.0,1474.72,0,Regular
12827,6.0,3.0,430.15,0,Regular
12828,3.0,6.0,1018.71,0,Regular
12829,337.0,2.0,293.0,1,At Risk
12830,38.0,6.0,6814.64,0,Regular
12831,262.0,1.0,215.05,1,At Risk
12832,32.0,2.0,383.03,0,Regular
12833,145.0,1.0,417.38,1,At Risk
12834,283.0,1.0,312.38,1,At Risk
12836,59.0,4.0,2612.86,0,Regular
12837,173.0,1.0,134.1,1,At Risk
12838,34.0,2.0,683.13,0,Regular
12839,3.0,14.0,5591.42,0,Regular
12840,144.0,4.0,2726.77,0,Regular
12841,5.0,25.0,4022.35,0,Regular
12842,70.0,2.0,1118.99,0,Regular
12843,66.0,8.0,1702.26,0,Regular
12844,29.0,2.0,325.96000000000004,0,Regular
12845,267.0,4.0,354.09,1,At Risk
12847,22.0,1.0,871.54,0,Regular
12849,31.0,2.0,1050.89,0,Regular
12851,97.0,1.0,135.18,0,Regular
12852,295.0,1.0,311.55,1,At Risk
12853,135.0,6.0,1957.1,0,Regular
12854,79.0,3.0,1324.5,0,Regular
12855,373.0,1.0,38.1,1,At Risk
12856,8.0,6.0,2179.93,0,Regular
12857,211.0,2.0,1106.4,1,At Risk
12863,52.0,1.0,521.2,0,Regular
12864,138.0,1.0,147.12,1,At Risk
12865,26.0,2.0,1568.23,0,Regular
12866,283.0,1.0,559.12,1,At Risk
12867,26.0,7.0,4036.82,0,Regular
12868,186.0,6.0,1607.0600000000002,1,At Risk
12871,84.0,2.0,380.64,0,Regular
12872,327.0,2.0,599.97,1,At Risk
12873,282.0,1.0,374.0,1,At Risk
12875,143.0,2.0,343.2300000000001,1,At Risk
12876,58.0,2.0,2218.02,0,Regular
12877,4.0,12.0,1535.77,0,Regular
12878,236.0,2.0,854.99,1,At Risk
12879,45.0,3.0,573.22,0,Regular
12881,276.0,1.0,298.0,1,At Risk
12882,9.0,2.0,1463.04,0,Regular
12883,25.0,4.0,703.47,0,Regular
12884,88.0,1.0,309.05,0,Regular
12885,63.0,3.0,1175.22,0,Regular
12886,68.0,2.0,1378.4,0,Regular
12888,214.0,2.0,354.12,1,At Risk
12890,24.0,1.0,380.47,0,Regular
12891,186.0,3.0,331.0,1,At Risk
12893,31.0,1.0,188.14,0,Regular
12895,42.0,2.0,372.8,0,Regular
12897,205.0,2.0,216.5,1,At Risk
12901,9.0,28.0,17654.54,0,Regular
12902,265.0,1.0,138.68,1,At Risk
12904,18.0,2.0,509.58,0,Regular
12906,12.0,5.0,2919.81,0,Regular
12908,176.0,2.0,750.0,1,At Risk
12909,40.0,5.0,2178.67,0,Regular
12910,23.0,8.0,3075.04,0,Regular
12912,3.0,5.0,1662.3,0,Regular
12913,5.0,5.0,2483.63,0,Regular
12915,149.0,2.0,363.65,1,At Risk
12916,139.0,4.0,3006.15,0,Regular
12917,128.0,1.0,594.0,0,Regular
12919,8.0,6.0,1335.19,0,Regular
12920,17.0,1.0,164.23,0,Regular
12921,9.0,37.0,16587.09,0,Regular
12922,161.0,1.0,405.38,1,At Risk
12923,64.0,1.0,176.97,0,Regular
12924,88.0,4.0,933.7,0,Regular
12925,5.0,2.0,694.05,0,Regular
12928,35.0,5.0,2062.7000000000003,0,Regular
12929,312.0,1.0,117.85,1,At Risk
12930,78.0,2.0,415.8,0,Regular
12931,22.0,15.0,42055.96,0,Regular
12933,24.0,3.0,607.53,0,Regular
12935,2.0,7.0,2160.7,0,Regular
12936,17.0,4.0,1063.9,0,Regular
12937,15.0,4.0,1504.27,0,Regular
12938,26.0,1.0,114.14,0,Regular
12939,64.0,8.0,11581.8,0,Regular
12940,55.0,2.0,913.54,0,Regular
12942,131.0,3.0,683.9,0,Regular
12944,36.0,2.0,604.51,0,Regular
12945,288.0,1.0,462.95,1,At Risk
12947,144.0,6.0,1603.99,0,Regular
12948,16.0,7.0,2064.95,0,Regular
12949,31.0,8.0,4167.22,0,Regular
12950,2.0,3.0,1843.0,0,Regular
12951,9.0,6.0,1064.07,0,Regular
12952,6.0,4.0,1387.79,0,Regular
12953,10.0,1.0,329.85,0,Regular
12955,1.0,11.0,4757.16,0,Regular
12956,306.0,1.0,108.07,1,At Risk
12957,10.0,8.0,4017.54,0,Regular
12962,7.0,2.0,266.39,0,Regular
12963,8.0,8.0,1856.63,0,Regular
12965,89.0,1.0,771.91,0,Regular
12966,10.0,1.0,160.18,0,Regular
12967,358.0,2.0,1660.9,1,At Risk
12968,112.0,1.0,135.95,0,Regular
12970,7.0,4.0,452.24,0,Regular
12971,4.0,86.0,11189.91,0,Regular
12974,198.0,1.0,144.8,1,At Risk
12976,212.0,1.0,738.6,1,At Risk
12977,156.0,1.0,39.24,1,At Risk
12980,158.0,9.0,7374.900000000001,0,Regular
12981,30.0,2.0,372.22,0,Regular
12982,243.0,1.0,390.54,1,At Risk
12984,19.0,1.0,97.5,0,Regular
12985,1.0,2.0,1239.38,0,Regular
12987,74.0,2.0,558.7,0,Regular
12988,292.0,1.0,535.32,1,At Risk
12989,3.0,15.0,6924.110000000001,0,Regular
12990,31.0,3.0,409.5,0,Regular
12991,23.0,2.0,503.76,0,Regular
12993,23.0,4.0,414.76,0,Regular
12994,4.0,3.0,974.42,0,Regular
12995,85.0,1.0,211.32,0,Regular
12997,22.0,4.0,1226.89,0,Regular
12999,196.0,3.0,455.88,1,At Risk
13000,107.0,3.0,534.85,0,Regular
13001,4.0,13.0,9818.82,0,Regular
13002,318.0,1.0,120.95,1,At Risk
13003,106.0,3.0,149.05,0,Regular
13004,12.0,18.0,5655.91,0,Regular
13005,174.0,2.0,513.7,1,At Risk
13006,56.0,1.0,81.57,0,Regular
13008,323.0,1.0,229.47,1,At Risk
13011,372.0,1.0,50.55,1,At Risk
13012,9.0,8.0,1661.84,0,Regular
13013,1.0,13.0,4810.9400000000005,0,Regular
13014,11.0,10.0,3466.28,0,Regular
13015,53.0,5.0,3346.28,0,Regular
13016,73.0,3.0,789.89,0,Regular
13017,7.0,1.0,204.0,0,Regular
13018,16.0,28.0,7277.7,0,Regular
13021,4.0,9.0,2616.38,0,Regular
13023,64.0,2.0,689.9,0,Regular
13026,1.0,5.0,975.36,0,Regular
13027,114.0,6.0,6912.0,0,Regular
13028,23.0,2.0,661.3199999999999,0,Regular
13029,31.0,3.0,1247.5,0,Regular
13030,11.0,2.0,799.48,0,Regular
13032,52.0,2.0,1010.18,0,Regular
13033,357.0,1.0,190.55,1,At Risk
13034,55.0,2.0,642.77,0,Regular
13035,74.0,2.0,921.88,0,Regular
13037,138.0,3.0,881.07,0,Regular
13038,80.0,3.0,908.46,0,Regular
13040,9.0,2.0,676.99,0,Regular
13043,273.0,1.0,516.42,1,At Risk
13044,291.0,1.0,560.47,1,At Risk
13045,99.0,1.0,305.28000000000003,0,Regular
13046,31.0,2.0,629.31,0,Regular
13047,32.0,10.0,3237.54,0,Regular
13048,14.0,4.0,1835.91,0,Regular
13049,64.0,2.0,656.6800000000001,0,Regular
13050,15.0,17.0,5836.86,0,Regular
13052,212.0,1.0,348.15000000000003,1,At Risk
13055,78.0,3.0,1214.41,0,Regular
13058,25.0,3.0,271.40000000000003,0,Regular
13059,250.0,1.0,183.4,1,At Risk
13060,254.0,1.0,307.53,1,At Risk
13061,72.0,1.0,248.61,0,Regular
13062,191.0,1.0,346.98,1,At Risk
13064,13.0,4.0,1119.49,0,Regular
13065,373.0,1.0,205.86,1,At Risk
13066,24.0,2.0,470.8,0,Regular
13067,82.0,1.0,115.46,0,Regular
13068,10.0,2.0,344.0,0,Regular
13069,1.0,24.0,4436.12,0,Regular
13070,192.0,1.0,228.8,1,At Risk
13072,267.0,1.0,177.15,1,At Risk
13075,130.0,1.0,919.61,0,Regular
13077,1.0,4.0,729.27,0,Regular
13078,3.0,26.0,12627.94,0,Regular
13079,4.0,5.0,220.1,0,Regular
13080,179.0,1.0,58.08,1,At Risk
13081,12.0,11.0,28337.38,0,Regular
13082,126.0,9.0,3613.63,0,Regular
13083,4.0,2.0,303.75,0,Regular
13085,158.0,2.0,416.08,1,At Risk
13089,3.0,97.0,58825.83,2,VIP
13090,9.0,14.0,8910.82,0,Regular
13091,28.0,1.0,345.82,0,Regular
13092,71.0,5.0,477.83,0,Regular
13093,276.0,8.0,7832.47,1,At Risk
13094,21.0,12.0,1927.32,0,Regular
13095,71.0,1.0,74.39999999999999,0,Regular
13097,33.0,10.0,6010.42,0,Regular
13098,1.0,28.0,28882.44,0,Regular
13099,99.0,1.0,207.36,0,Regular
13101,234.0,1.0,101.19,1,At Risk
13102,1.0,24.0,6424.09,0,Regular
13103,40.0,1.0,243.94,0,Regular
13104,3.0,6.0,1098.48,0,Regular
13106,133.0,1.0,76.5,0,Regular
13107,44.0,4.0,1531.62,0,Regular
13108,373.0,1.0,350.06,1,At Risk
13109,60.0,2.0,786.54,0,Regular
13110,31.0,7.0,1488.67,0,Regular
13113,1.0,24.0,12245.96,0,Regular
13115,12.0,4.0,2294.78,0,Regular
13116,138.0,1.0,501.14,1,At Risk
13117,22.0,8.0,984.91,0,Regular
13118,20.0,5.0,1197.81,0,Regular
13120,239.0,1.0,30.6,1,At Risk
13121,269.0,1.0,283.73,1,At Risk
13122,94.0,2.0,922.39,0,Regular
13124,90.0,3.0,3866.33,0,Regular
13126,5.0,8.0,2099.64,0,Regular
13127,78.0,1.0,259.17,0,Regular
13130,94.0,1.0,64.0,0,Regular
13131,23.0,3.0,1073.3,0,Regular
13132,262.0,1.0,77.3,1,At Risk
13133,274.0,2.0,109.8,1,At Risk
13134,86.0,4.0,1793.58,0,Regular
13135,197.0,1.0,3096.0,1,At Risk
13136,56.0,5.0,2607.61,0,Regular
13137,11.0,8.0,3650.41,0,Regular
13138,22.0,6.0,962.39,0,Regular
13139,16.0,7.0,5064.94,0,Regular
13140,108.0,3.0,423.72,0,Regular
13141,85.0,5.0,2388.75,0,Regular
13142,19.0,1.0,307.09,0,Regular
13144,333.0,1.0,110.95,1,At Risk
13145,40.0,4.0,618.52,0,Regular
13146,26.0,1.0,228.91,0,Regular
13147,10.0,4.0,712.8000000000001,0,Regular
13148,29.0,12.0,3707.12,0,Regular
13149,14.0,4.0,1676.06,0,Regular
13151,296.0,1.0,1257.87,1,At Risk
13153,6.0,1.0,486.22,0,Regular
13155,33.0,4.0,971.76,0,Regular
13157,49.0,4.0,1741.22,0,Regular
13158,95.0,4.0,1201.06,0,Regular
13159,9.0,4.0,1437.85,0,Regular
13160,22.0,1.0,91.8,0,Regular
13161,313.0,1.0,112.75,1,At Risk
13162,122.0,4.0,1688.29,0,Regular
13165,46.0,2.0,1021.48,0,Regular
13166,283.0,1.0,417.2,1,At Risk
13167,19.0,4.0,791.33,0,Regular
13168,36.0,4.0,1319.19,0,Regular
13169,64.0,2.0,712.88,0,Regular
13170,27.0,1.0,116.01,0,Regular
13171,22.0,3.0,468.41,0,Regular
13173,4.0,2.0,353.65,0,Regular
13174,16.0,3.0,2817.03,0,Regular
13176,46.0,1.0,492.84,0,Regular
13177,65.0,1.0,282.45,0,Regular
13178,26.0,11.0,5725.47,0,Regular
13182,45.0,1.0,121.18,0,Regular
13183,8.0,9.0,3957.78,0,Regular
13184,15.0,10.0,1701.29,0,Regular
13185,268.0,1.0,71.4,1,At Risk
